ID	Q1	Q2	Q3A	Q3B	Q3_ETC	Q4	Q5A	Q5B	Q5C	Q5D	Q5E	Q5F	Q5G	Q6A	Q6B	Q7	Q8	Q9A	Q9B	Q9C	Q9D	Q9E	Q9F	Q9G	Q9_ETC	Q10	Q11	Q12A	Q12B	Q13	Q14	Q15	Q16	Q17
423	2	1	1	2		1	5	5	9	5	9	5	9	3	4	1	1	0	0	0	0	0	0	0		1	1	1	7	8	2	5	1	
424	2	1	1	2		1	5	5	3	5	3	5	4	3	4	1	2	1	0	0	0	0	0	0		3	2	1	5	5	2	1	13	
425	2	1	1	3		1	5	9	3	5	3	5	5	1	3	1	1	1	0	0	0	0	0	0		2	1	2	11	9	2	4	4	
426	2	2	2	1		2	4	3	4	3	3	3	4	2	4	2	3	1	0	0	0	0	0	0		2	2	2	7	6	2	1	3	
427	2	1	3	2		2	9	9	3	9	9	5	9	1	3	2	2	1	0	0	0	0	0	0		1	3	0	9	3	1	5	8	
428	2	2	1	3		2	4	9	9	9	9	9	4	9	5	1	3	1	0	0	0	0	0	0		1	2	6	0	8	2	5	1	
429	1	1	1	2		1	5	5	3	5	4	5	5	5	3	1	1	1	0	0	0	0	0	0		2	1	2	0	7	1	5	1	
430	1	1	2	3		1	5	9	9	9	9	9	9	2	5	1	1	1	0	0	0	0	0	0		1	1	1	0	3	2	4	2	
431	1	2	2	1		2	2	2	3	3	2	3	3	9	9	2	2	1	0	0	0	0	0	0		3	1	1	3	4	2	5	1	
432	2	3	2	1		1	5	5	5	5	5	5	5	4	4	1	1	1	0	0	0	0	0	0		1	1	3	4	8	1	4	1	
433	2	2	9	9		3	9	9	9	9	9	9	9	5	5	1	2	0	1	0	0	0	0	0		2	3	3	4	5	1	5	1	
434	1	1	9	9		1	5	9	5	9	9	9	9	5	5	1	1	1	0	0	0	0	0	0		2	1	1	11	7	2	5	1	
435	1	2	3	9		1	9	5	4	4	3	4	3	1	5	1	1	0	0	0	0	0	1	0		1	1	13	6	7	1	3	4	
436	2	1	1	4		1	5	5	5	5	5	5	5	5	5	1	1	1	0	0	0	0	0	0		1	1	1	7	6	2	3	8	
437	1	1	3	1		1	3	3	3	3	3	4	3	4	4	1	4	0	1	0	0	0	0	0		1	1	1	10	8	2	5	12	
438	1	2	1	3		1	5	5	3	5	3	3	3	5	5	1	2	0	0	0	0	0	0	0		2	1	1	6	8	2	5	10	
439	2	3	1	2		2	5	4	5	4	4	3	4	3	4	2	2	1	0	0	0	0	0	0		1	1	1	10	8	2	5	1	
440	1	1	2	1		2	4	1	4	1	3	1	4	5	3	1	2	0	0	1	0	1	0	0		3	1	2	10	9	1	5	9	
441	2	2	1	6		1	5	9	4	5	3	4	3	3	4	1	2	1	0	0	0	0	0	0		1	1	2	6	4	1	1	2	
442	2	3	9	9		1	5	5	4	5	3	5	4	4	4	1	1	1	0	0	0	0	0	0		1	1	0	9	4	2	4	17	
443	2	2	1	2		3	3	9	3	3	1	3	3	1	1	2	3	1	0	0	0	0	0	0		2	3	1	2	8	2	5	14	
444	2	1	9	9		1	5	5	4	5	4	5	5	3	3	2	2	1	0	0	0	0	0	0		1	1	1	7	4	1	4	1	
445	1	2	2	3		1	4	4	4	4	4	4	4	3	4	1	1	0	0	0	0	1	0	0		2	2	3	6	7	1	5	1	
446	1	1	2	1		1	5	5	5	5	5	5	5	3	4	1	1	1	0	0	0	0	0	0		1	1	6	0	1	1	3	1	
447	1	1	1	9		1	5	5	5	5	4	4	5	3	4	1	2	1	0	0	0	0	0	0		1	1	1	5	8	2	5	1	
448	1	1	1	2		2	5	5	4	9	3	4	3	4	4	1	1	1	0	0	0	0	0	0		1	1	1	2	6	2	5	13	
449	2	2	3	2		2	9	4	5	9	9	4	9	3	3	1	2	1	0	0	0	0	0	0		2	1	1	0	8	1	5	3	
450	2	2	2	3		2	3	2	4	4	2	3	3	4	5	2	2	0	0	0	0	0	1	0		1	1	1	0	4	1	2	2	
451	1	1	2	9		1	5	5	4	5	3	5	4	3	4	1	1	1	0	0	0	0	0	0		1	1	4	3	8	2	3	1	
452	2	1	3	9		1	5	5	5	5	5	5	5	5	5	1	1	1	0	0	0	0	0	0		2	1	1	4	4	1	1	2	
453	1	1	2	1		2	1	4	5	1	1	9	2	3	4	1	3	0	0	0	0	0	0	0		1	1	1	10	6	1	1	1	
454	2	1	1	6		2	4	3	4	3	4	3	4	4	4	2	2	1	0	0	0	0	0	0		2	3	2	6	3	2	3	10	
455	1	2	1	2		1	5	5	3	5	3	5	3	3	4	1	2	1	0	0	0	0	0	0		1	1	1	10	5	2	3	1	
456	1	2	1	2		1	5	4	5	4	3	4	4	5	5	2	1	1	0	0	0	0	0	0		2	3	0	6	9	1	9	16	
457	1	1	1	2		1	5	5	4	5	5	5	4	5	5	1	1	1	0	0	0	0	0	0		2	1	1	10	5	2	4	13	
458	2	1	1	4		1	5	5	5	5	5	5	5	5	5	1	1	1	0	0	0	0	0	0		1	1	12	11	1	2	5	1	
459	1	2	3	2		1	5	5	5	5	5	5	5	4	4	1	1	1	0	0	0	0	0	0		1	1	2	7	8	2	5	14	
460	2	2	1	2		2	3	1	2	2	3	2	2	2	3	2	2	1	0	0	0	0	0	0		3	3	12	1	2	1	2	16	
461	1	2	1	2		2	2	3	2	3	3	3	3	1	2	2	3	1	0	0	0	0	0	0		2	1	1	9	7	1	5	1	
462	1	1	1	2		1	5	9	4	9	9	9	5	3	4	1	1	1	0	0	0	0	0	0		2	1	1	7	8	2	4	1	
463	2	1	2	1		1	5	5	5	5	2	3	2	1	3	2	1	1	0	0	0	0	0	0		2	2	2	0	1	2	4	4	
464	1	2	1	3		1	4	5	4	5	4	5	5	4	9	1	2	1	0	0	0	0	0	0		1	1	4	3	1	1	4	1	
465	2	2	1	2		2	4	9	9	9	9	4	9	4	4	2	2	1	0	0	0	0	0	0		2	3	1	9	9	1	4	4	
466	1	2	2	3		2	4	4	4	4	4	2	4	2	4	1	2	1	0	0	0	0	0	0		1	1	1	6	1	2	5	1	
467	2	2	9	9		2	4	5	4	5	4	4	4	4	4	2	2	1	0	0	0	0	0	0		2	3	3	4	1	2	3	10	
468	1	2	5	2		2	4	3	2	3	2	3	2	1	3	2	3	1	0	0	0	0	0	0		2	2	3	0	1	2	2	4	
469	1	1	2	3		1	5	5	4	5	4	5	4	5	5	1	1	1	0	0	0	0	0	0		2	1	4	3	6	1	1	1	
470	1	1	2	1		2	3	9	5	5	3	5	4	5	5	1	1	1	0	0	0	0	0	0		1	3	2	8	6	2	3	2	
471	2	3	2	3		1	5	5	5	5	5	5	5	5	5	1	1	0	0	0	0	0	0	0		1	1	4	3	2	1	2	16	
472	1	3	1	9		1	5	9	9	5	9	5	5	2	5	1	1	1	0	0	0	0	0	0		2	2	1	5	4	1	5	2	
473	2	1	1	2		2	4	4	3	4	2	4	2	4	2	1	2	1	0	0	0	0	0	0		3	2	1	8	4	2	5	1	
474	1	2	1	2		1	5	4	5	9	3	4	4	2	3	1	2	1	0	0	0	0	0	0		2	1	1	0	5	1	2	14	
475	1	2	2	3		2	4	5	4	5	3	5	3	5	5	1	2	1	0	0	0	0	0	0		1	1	2	5	8	2	3	2	
476	1	2	1	3		2	5	4	4	4	3	4	3	4	5	1	2	1	0	0	0	0	0	0		2	1	4	0	8	2	4	1	
477	1	1	1	6		1	5	9	5	9	5	3	5	5	5	1	3	1	0	0	0	0	0	0		1	1	3	4	7	2	5	1	
478	2	2	1	6		1	5	5	5	4	3	4	4	2	3	2	2	1	0	0	0	0	0	0		1	3	5	0	6	1	1	5	
479	1	3	1	2		1	4	5	3	5	3	5	4	2	4	1	2	1	0	0	0	0	0	0		1	1	10	0	8	2	5	7	
480	1	1	1	3		1	5	5	5	5	3	5	5	1	5	1	9	1	0	0	0	0	0	0		1	1	3	10	1	1	3	1	
481	1	2	1	3		1	5	4	5	3	4	4	4	2	4	1	2	0	0	0	0	0	1	0		3	2	1	11	3	2	3	1	
482	2	1	1	3		1	5	1	4	4	4	5	5	1	4	1	1	1	0	0	0	0	0	0		1	1	1	4	9	2	4	3	
483	2	1	9	9		1	4	3	9	3	9	1	9	9	9	1	2	1	0	0	0	0	0	0		1	3	3	0	7	1	5	13	
484	2	1	1	3		1	9	9	9	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0		1	1	4	3	6	2	5	5	
485	2	2	1	2		1	5	5	5	5	5	5	5	5	5	1	1	1	0	0	0	0	0	0		2	3	3	4	8	2	5	1	
486	1	2	1	2		2	9	9	9	9	9	9	9	4	4	2	9	0	0	0	0	0	0	0		3	3	12	1	6	2	2	1	
487	1	2	1	2		1	3	2	3	2	3	3	3	2	3	1	3	0	0	0	0	0	1	0		2	1	1	10	3	2	3	1	
488	2	1	1	3		1	5	1	4	4	4	5	5	1	5	1	1	1	0	0	0	0	0	0		1	1	2	10	9	2	5	17	
489	2	1	2	1		1	9	9	9	9	9	9	9	3	3	1	2	1	0	0	0	0	0	0		1	1	6	2	7	2	5	4	
490	1	1	1	2		1	5	4	4	4	5	4	4	4	4	1	2	1	0	0	0	0	0	0		1	1	1	9	4	2	5	17	
491	2	1	4	6		2	3	5	3	5	4	5	2	3	3	2	1	1	0	0	0	0	0	0		2	1	1	0	2	1	5	1	
492	1	1	1	2		1	5	5	5	9	9	5	5	5	5	1	1	1	0	0	0	0	0	0		1	1	2	6	4	1	5	1	
493	1	2	1	3		2	3	5	3	5	3	5	3	2	3	1	2	1	0	0	0	0	0	0		2	1	1	0	2	1	5	9	
494	1	3	1	9		2	2	9	9	9	9	2	9	2	2	2	3	1	0	0	0	0	0	0		2	3	6	2	8	2	5	1	
495	1	2	2	4		1	5	9	5	5	5	9	5	5	5	1	4	1	0	0	0	0	0	0		1	1	0	9	4	2	4	1	
496	2	1	2	9		2	4	9	9	9	9	5	9	3	3	2	2	0	0	0	0	0	0	0		2	3	2	0	8	1	4	1	
497	1	3	2	3		1	9	9	9	9	9	3	9	3	3	1	3	1	0	0	0	0	0	0		1	1	1	9	6	2	3	1	
498	2	1	2	1		1	5	5	5	5	5	5	5	4	5	1	1	1	0	0	0	0	0	0		2	1	1	2	6	2	2	1	
499	1	2	2	1		1	4	9	3	3	3	3	3	5	5	1	3	1	0	0	0	0	0	0		2	2	6	2	4	2	5	3	
500	1	2	1	2		2	4	9	9	9	5	4	4	2	3	2	2	1	0	0	0	0	0	0		1	1	2	5	2	2	5	13	
